name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Frédéric Guilbert,Aston Villa,Watford,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,West Ham,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Southampton,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Brighton,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Crystal Palace,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Manchester City,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Leeds United,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Liverpool,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Norwich,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Chelsea,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Newcastle United,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Brentford,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Manchester United,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Everton,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Leicester City,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Newcastle United,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Watford,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Brighton,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Southampton,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Leicester City,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,West Ham,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Brentford,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Arsenal,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Wolverhampton,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Tottenham,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Leeds United,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Norwich,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Burnley,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Liverpool,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Crystal Palace,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Burnley,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Manchester City,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Chelsea,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Everton,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Manchester United,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Tottenham,False,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Wolverhampton,True,0,0,0.0,0,0,0
Frédéric Guilbert,Aston Villa,Arsenal,False,0,0,0.0,0,0,0
