name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Alexander Isak,Newcastle,Aston Villa,2023-08-12,True,FW,67,2.0,1.16,0.0,0.0,13,3.0,0.0,13.2,3,True,0.0,0.0,67.0,10.0,1.0,8.78,1.75,0.07,0.0,Newcastle,False,Wolverhampton,1.1
Alexander Isak,Newcastle,Wolverhampton,,False,,0,,,,,0,,,0.0,0,False,13.0,1.16,33.5,10.0,1.0,8.78,1.75,0.07,0.0,Newcastle,True,Arsenal,0.14
Alexander Isak,Newcastle,Arsenal,,True,,0,,,,,0,,,0.0,0,False,6.5,0.58,22.33,10.0,1.0,8.78,1.75,0.07,0.0,Newcastle,False,Bournemouth,1.71
Alexander Isak,Newcastle,Bournemouth,,False,,0,,,,,0,,,0.0,0,False,4.33,0.39,16.75,10.0,1.0,8.78,1.75,0.07,8.0,Newcastle,True,Chelsea,0.4
Alexander Isak,Newcastle,Chelsea,2023-11-25,True,FW,80,1.0,0.44,0.0,0.0,8,1.0,0.0,5.1,2,True,3.25,0.29,29.4,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,True,Manchester United,-2.03
Alexander Isak,Newcastle,Manchester United,2023-12-02,True,FW,90,0.0,0.55,0.0,0.54,2,3.0,1.0,4.3,0,True,4.2,0.32,39.5,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,False,Everton,0.0
Alexander Isak,Newcastle,Everton,2023-12-07,False,FW,90,0.0,0.18,0.0,0.04,2,2.0,1.0,2.6,0,True,2.0,0.2,46.71,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,False,Tottenham,2.46
Alexander Isak,Newcastle,Tottenham,2023-12-10,False,FW,63,0.0,0.62,0.0,0.0,2,1.0,0.0,0.8,0,True,2.4,0.23,48.75,10.0,1.0,8.78,1.75,0.07,0.0,Newcastle,True,Fulham,-0.08
Alexander Isak,Newcastle,Fulham,,True,,0,,,,,0,,,0.0,0,False,2.8,0.36,43.33,10.0,1.0,8.78,1.75,0.07,1.0,Newcastle,False,Luton,
Alexander Isak,Newcastle,Luton,2023-12-23,False,Sub,52,0.0,0.0,0.0,0.06,1,0.0,1.0,2.4,0,False,2.8,0.36,44.2,10.0,1.0,8.78,1.75,0.07,7.0,Newcastle,True,Nottingham Forest,-0.46
Alexander Isak,Newcastle,Nottingham Forest,2023-12-26,True,FW,90,1.0,1.63,0.0,0.17,7,6.0,3.0,19.3,1,True,1.4,0.27,48.36,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,False,Manchester City,3.85
Alexander Isak,Newcastle,Manchester City,2023-08-19,False,FW,65,0.0,0.0,0.0,0.0,2,0.0,0.0,0.4,0,True,2.4,0.49,49.75,10.0,1.0,8.78,1.75,0.07,6.0,Newcastle,False,Liverpool,0.9
Alexander Isak,Newcastle,Liverpool,2024-01-01,False,FW,90,1.0,0.32,0.0,0.08,6,1.0,1.0,7.1,0,True,2.4,0.45,52.85,10.0,1.0,8.78,1.75,0.07,6.0,Newcastle,True,Manchester City,4.58
Alexander Isak,Newcastle,Manchester City,2024-01-13,True,FW,90,1.0,0.77,0.0,0.0,6,5.0,0.0,11.4,0,True,3.2,0.39,55.5,10.0,1.0,8.78,1.75,0.07,1.0,Newcastle,False,Aston Villa,4.29
Alexander Isak,Newcastle,Aston Villa,2024-01-30,False,FW,42,0.0,0.05,0.0,0.05,1,1.0,1.0,1.9,0,True,4.4,0.54,54.6,10.0,1.0,8.78,1.75,0.07,0.0,Newcastle,True,Luton,
Alexander Isak,Newcastle,Luton,,True,,0,,,,,0,,,0.0,0,False,4.4,0.55,51.19,10.0,1.0,8.78,1.75,0.07,0.0,Newcastle,False,Nottingham Forest,-0.04
Alexander Isak,Newcastle,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,False,3.0,0.23,48.18,10.0,1.0,8.78,1.75,0.07,0.0,Newcastle,True,Bournemouth,2.6
Alexander Isak,Newcastle,Bournemouth,,True,,0,,,,,0,,,0.0,0,False,2.6,0.23,45.5,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,False,Arsenal,0.96
Alexander Isak,Newcastle,Arsenal,2024-02-24,False,FW,63,0.0,0.07,0.0,0.0,2,1.0,0.0,0.8,0,True,1.4,0.16,46.42,10.0,1.0,8.78,1.75,0.07,8.0,Newcastle,True,Wolverhampton,-1.62
Alexander Isak,Newcastle,Wolverhampton,2024-03-02,True,FW,69,1.0,0.86,0.0,0.0,8,2.0,0.0,8.0,2,True,0.6,0.02,47.55,10.0,1.0,8.78,1.75,0.07,6.0,Newcastle,False,Chelsea,-0.14
Alexander Isak,Newcastle,Chelsea,2024-03-11,False,FW,90,1.0,0.08,0.0,0.06,6,3.0,1.0,6.4,0,True,2.0,0.19,49.57,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,True,Liverpool,1.61
Alexander Isak,Newcastle,Liverpool,2023-08-27,True,FW,71,0.0,0.15,0.0,0.04,2,1.0,1.0,3.3,0,True,3.2,0.2,50.55,10.0,1.0,8.78,1.75,0.07,15.0,Newcastle,True,West Ham,0.49
Alexander Isak,Newcastle,West Ham,2024-03-30,True,FW,90,2.0,1.73,1.0,0.38,15,4.0,2.0,15.8,3,True,3.6,0.23,52.26,10.0,1.0,8.78,1.75,0.07,8.0,Newcastle,True,Everton,-1.47
Alexander Isak,Newcastle,Everton,2024-04-02,True,FW,90,1.0,1.22,0.0,0.16,8,4.0,2.0,12.4,2,True,6.6,0.78,53.83,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,False,Fulham,-1.62
Alexander Isak,Newcastle,Fulham,2024-04-06,False,FW,90,0.0,0.36,0.0,0.07,2,2.0,1.0,6.8,0,True,7.8,1.01,55.28,10.0,1.0,8.78,1.75,0.07,12.0,Newcastle,True,Tottenham,-0.29
Alexander Isak,Newcastle,Tottenham,2024-04-13,True,FW,90,2.0,1.61,0.0,0.07,12,6.0,1.0,13.9,2,True,6.6,0.91,56.62,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,False,Crystal Palace,-1.13
Alexander Isak,Newcastle,Crystal Palace,2024-04-24,False,FW,90,0.0,0.06,0.0,0.3,2,1.0,1.0,4.0,0,True,7.8,1.21,57.85,10.0,1.0,8.78,1.75,0.07,13.0,Newcastle,True,Sheffield,
Alexander Isak,Newcastle,Sheffield,2024-04-27,True,FW,90,2.0,1.22,0.0,0.15,13,5.0,2.0,16.3,3,True,7.8,1.2,59.0,10.0,1.0,8.78,1.75,0.07,7.0,Newcastle,False,Burnley,
Alexander Isak,Newcastle,Burnley,2024-05-04,False,FW,76,1.0,1.9,0.0,0.05,7,4.0,1.0,12.6,0,True,7.4,0.89,59.59,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,True,Brighton,
Alexander Isak,Newcastle,Brighton,2024-05-11,True,FW,67,0.0,0.27,0.0,0.0,2,1.0,0.0,2.8,0,True,7.2,1.03,59.83,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,False,Manchester United,0.66
Alexander Isak,Newcastle,Manchester United,2024-05-15,False,FW,90,0.0,0.62,0.0,0.16,2,3.0,2.0,5.4,0,True,7.2,1.01,60.81,10.0,1.0,8.78,1.75,0.07,14.0,Newcastle,False,Brentford,
Alexander Isak,Newcastle,Brentford,2024-05-19,False,FW,80,1.0,1.44,1.0,0.88,14,4.0,2.0,13.7,2,True,5.2,0.81,61.41,10.0,1.0,8.78,1.75,0.07,2.0,Newcastle,False,Brighton,0.38
Alexander Isak,Newcastle,Brighton,2023-09-02,False,FW,73,0.0,0.36,0.0,0.0,2,4.0,0.0,2.4,0,True,7.6,1.29,61.76,10.0,1.0,8.78,1.75,0.07,0.0,Newcastle,True,Brentford,-2.07
Alexander Isak,Newcastle,Brentford,,True,,0,,,,,0,,,0.0,0,False,5.4,1.12,59.94,10.0,1.0,8.78,1.75,0.07,5.0,Newcastle,False,Sheffield,-6.83
Alexander Isak,Newcastle,Sheffield,2023-09-24,False,Sub,20,1.0,0.65,0.0,0.0,5,1.0,0.0,6.3,0,False,4.0,0.74,58.8,10.0,1.0,8.78,1.75,0.07,6.0,Newcastle,True,Burnley,-2.77
Alexander Isak,Newcastle,Burnley,2023-09-30,True,FW,90,1.0,1.99,0.0,0.12,6,6.0,2.0,14.0,0,True,4.6,0.81,59.67,10.0,1.0,8.78,1.75,0.07,13.0,Newcastle,False,West Ham,2.29
Alexander Isak,Newcastle,West Ham,2023-10-08,False,FW,85,2.0,1.76,0.0,0.0,13,3.0,0.0,14.6,3,True,5.4,1.09,60.35,10.0,1.0,8.78,1.75,0.07,1.0,Newcastle,True,Crystal Palace,-2.15
Alexander Isak,Newcastle,Crystal Palace,2023-10-21,True,Sub,20,0.0,0.0,0.0,0.27,1,0.0,1.0,1.3,0,False,5.2,0.95,59.29,10.0,1.0,8.78,1.75,0.07,,,,,
