name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Bruno Borges Fernandes,Man Utd,Brighton,2022-08-07,True,89,0.0,0.08,0.0,0.33,2,1.0,2.0,5.4,0,0,266667,2.0,0.08,89.0,1.0,Man Utd,False,Brentford,,-0.55
Bruno Borges Fernandes,Man Utd,Brentford,2022-08-13,False,90,0.0,0.09,0.0,0.01,1,3.0,1.0,5.6,0,0,255540,1.5,0.09,89.5,1.0,Man Utd,True,Liverpool,,-0.53
Bruno Borges Fernandes,Man Utd,Liverpool,2022-08-22,True,90,0.0,0.45,0.0,0.41,1,1.0,2.0,7.2,0,0,178059,1.33,0.21,89.67,8.0,Man Utd,False,Southampton,,-1.07
Bruno Borges Fernandes,Man Utd,Southampton,2022-08-27,False,90,1.0,0.87,0.0,0.0,8,5.0,0.0,13.9,0,0,184715,3.0,0.37,89.75,3.0,Man Utd,False,Leeds United,,-0.8
Bruno Borges Fernandes,Man Utd,Leeds United,2022-09-01,False,90,0.0,0.0,0.0,0.16,3,0.0,3.0,6.4,0,0,214189,3.0,0.3,89.8,7.0,Man Utd,True,Arsenal,,0.36
Bruno Borges Fernandes,Man Utd,Arsenal,2022-09-04,True,90,0.0,0.36,1.0,0.36,7,1.0,2.0,8.5,2,0,220295,4.0,0.55,89.83,1.0,Man Utd,False,Manchester City,,-1.26
Bruno Borges Fernandes,Man Utd,Manchester City,2022-10-02,False,90,0.0,0.02,0.0,0.0,1,2.0,0.0,2.6,0,0,243991,4.0,0.54,89.86,2.0,Man Utd,False,Everton,,-0.63
Bruno Borges Fernandes,Man Utd,Everton,2022-10-09,False,90,0.0,0.0,0.0,0.09,2,0.0,3.0,5.1,0,0,227988,4.2,0.45,89.88,2.0,Man Utd,True,Newcastle United,,0.73
Bruno Borges Fernandes,Man Utd,Newcastle United,2022-10-16,True,90,0.0,0.05,0.0,0.13,2,2.0,3.0,7.3,0,0,221219,3.0,0.29,89.89,11.0,Man Utd,True,Tottenham,,1.07
Bruno Borges Fernandes,Man Utd,Tottenham,2022-10-19,True,90,1.0,0.24,0.0,0.63,11,6.0,9.0,21.9,3,0,229432,4.6,0.34,89.9,2.0,Man Utd,False,Chelsea,,-0.72
Bruno Borges Fernandes,Man Utd,Chelsea,2022-10-22,False,90,0.0,0.04,0.0,0.41,2,2.0,3.0,6.5,0,0,240050,3.6,0.07,89.91,2.0,Man Utd,True,West Ham,,0.63
Bruno Borges Fernandes,Man Utd,West Ham,2022-10-30,True,90,0.0,0.01,0.0,0.04,2,1.0,1.0,4.8,0,0,262564,3.8,0.07,89.92,0.0,Man Utd,False,Aston Villa,,0.59
Bruno Borges Fernandes,Man Utd,Aston Villa,,False,0,,,,,0,,,0.0,0,0,208825,3.4,0.07,83.0,6.0,Man Utd,False,Fulham,,1.37
Bruno Borges Fernandes,Man Utd,Fulham,2022-11-13,False,90,0.0,0.12,0.0,0.99,6,2.0,4.0,0.0,1,1,219680,4.2,0.08,83.5,3.0,Man Utd,True,Nottingham Forest,,
Bruno Borges Fernandes,Man Utd,Nottingham Forest,2022-12-27,True,90,0.0,0.15,0.0,0.84,3,2.0,3.0,10.5,0,1,368566,2.6,0.06,83.93,6.0,Man Utd,False,Wolverhampton,,-0.46
Bruno Borges Fernandes,Man Utd,Wolverhampton,2022-12-31,False,90,0.0,0.26,1.0,0.52,6,3.0,4.0,11.7,0,1,359396,3.4,0.31,84.31,6.0,Man Utd,True,Bournemouth,,1.46
