name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Max Kilman,Wolves,Leicester City,2022-08-06,False,DC,90,0.0,0.06,0.0,0.0,1,1.0,0.0,3.1,0,0,2,0.0,False,0.0,0.0,90.0,0.0,0,0,0,0,1,Wolves,False,Chelsea,-1.76
Max Kilman,Wolves,Chelsea,2022-10-08,False,DC,90,0.0,0.22,0.0,0.0,1,1.0,0.0,1.2,0,0,3,0.0,False,1.0,0.06,90.0,0.0,0,0,0,0,6,Wolves,True,Nottingham Forest,-0.48
Max Kilman,Wolves,Nottingham Forest,2022-10-15,True,DC,90,0.0,0.08,0.0,0.0,6,1.0,0.0,2.1,0,1,0,0.0,False,1.0,0.14,90.0,0.33,0,0,0,0,1,Wolves,False,Crystal Palace,1.56
Max Kilman,Wolves,Crystal Palace,2022-10-18,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.7,0,0,2,0.0,False,2.67,0.12,90.0,0.25,0,0,0,0,0,Wolves,True,Leeds United,1.22
Max Kilman,Wolves,Leeds United,2022-10-23,True,DC,90,0.0,0.12,0.0,0.0,0,1.0,0.0,2.4,0,0,4,0.0,False,2.25,0.09,90.0,0.2,0,0,0,0,2,Wolves,False,Brentford,-2.66
Max Kilman,Wolves,Brentford,2022-10-29,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.7,0,0,1,0.0,False,1.8,0.1,90.0,0.17,0,0,0,0,1,Wolves,True,Brighton,0.86
Max Kilman,Wolves,Brighton,2022-11-05,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,3,0.0,False,2.0,0.08,90.0,0.14,0,0,0,0,1,Wolves,True,Arsenal,2.09
Max Kilman,Wolves,Arsenal,2022-11-12,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,2,1.81,True,2.0,0.04,90.0,0.12,0,0,0,0,1,Wolves,False,Everton,-1.6
Max Kilman,Wolves,Everton,2022-12-26,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,1.73,True,1.0,0.02,90.0,0.11,0,0,0,0,2,Wolves,True,Manchester United,0.06
Max Kilman,Wolves,Manchester United,2022-12-31,True,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.2,0,0,1,1.99,True,1.0,0.02,90.0,0.1,0,0,0,0,1,Wolves,False,Aston Villa,-0.08
Max Kilman,Wolves,Aston Villa,2023-01-04,False,DC,90,0.0,0.05,0.0,0.0,1,1.0,0.0,5.8,0,0,1,1.61,True,1.4,0.0,90.0,0.09,0,0,0,0,7,Wolves,True,Fulham,-0.51
Max Kilman,Wolves,Fulham,2022-08-13,True,DC,90,0.0,0.0,0.0,0.0,7,0.0,0.0,1.8,1,1,0,0.0,False,1.2,0.01,90.0,0.17,0,0,0,0,9,Wolves,True,West Ham,-1.01
Max Kilman,Wolves,West Ham,2023-01-14,True,DC,90,0.0,0.0,0.0,0.0,9,0.0,0.0,4.9,3,1,0,1.02,True,2.4,0.01,90.0,0.23,0,0,0,0,0,Wolves,False,Manchester City,3.31
